"State","HighQ","HighQN","MedQ","MedQN","LowQ","LowQN","date"
"Maryland",380.06,2125,250.13,1686,191.08,159,2014-02-20
"Massachusetts",352.02,3062,296.31,2642,221.4,229,2014-02-20
"Michigan",297.69,3213,274.93,2710,225.49,238,2014-02-20
"Minnesota",369.61,1822,277.91,1678,181.28,103,2014-02-20
"Mississippi",339.31,446,147.57,385,140.88,110,2014-02-20
"Missouri",367.72,1678,242.18,1403,149.4,217,2014-02-20
"Pennsylvania",370.95,4158,267.07,3500,190.74,391,2014-02-20
"Rhode Island",332.61,560,260.29,384,201.75,34,2014-02-20
"South Carolina",346.24,1246,202.57,981,174.45,128,2014-02-20
"South Dakota",389.69,175,367.51,181,124.17,21,2014-02-20
"Tennessee",356.91,1670,227.13,1336,193.9,164,2014-02-20
"Texas",341.66,6416,235.73,6177,144.16,918,2014-02-20
"Utah",292.27,731,234.06,748,189.78,47,2014-02-20
"Vermont",377.65,291,320.87,251,187.64,25,2014-02-20
"Virginia",372.78,2639,288.48,2137,227.03,223,2014-02-20
"Washington",235.3,2491,191.25,2525,146.19,116,2014-02-20
"West Virginia",363.73,396,216.08,399,160.65,42,2014-02-20
"Wisconsin",358.03,1733,269.94,1491,238.37,138,2014-02-20
"Wyoming",351.81,96,374.6,141,161.3,11,2014-02-20
"Alabama",341.09,1182,203.89,1069,147.59,138,2014-03-20
"Alaska",285.65,283,256.05,338,388.58,26,2014-03-20
"Arizona",302.75,2125,209.37,1821,190.91,247,2014-03-20
"Arkansas",351.86,648,183,610,129.67,126,2014-03-20
"California",246.94,13240,193.01,14276,191.91,851,2014-03-20
"Colorado",238.58,2473,197.74,2044,225.27,147,2014-03-20
"Connecticut",346.65,1413,275.63,1491,252.31,95,2014-03-20
"Delaware",371.87,385,226.73,311,206.61,36,2014-03-20
"District of Columbia",348.62,485,293.29,397,208.53,41,2014-03-20
"Florida",305.07,7329,219.3,5980,151.95,562,2014-03-20
"Georgia",329.64,3459,214.61,2549,151.6,244,2014-03-20
"Hawaii",308.16,358,275.87,395,167.62,27,2014-03-20
"Idaho",275.63,342,256.23,504,140.27,26,2014-03-20
"Illinois",358,4448,286.86,4057,187.46,369,2014-03-20
"Indiana",334.35,1867,208.7,1654,167.68,264,2014-03-20
"Iowa",370.95,762,291.28,736,247.69,107,2014-03-20
"Kansas",352.15,918,262.32,724,121.53,116,2014-03-20
"Kentucky",337.64,1142,182.53,1104,125.1,145,2014-03-20
"Louisiana",370.87,1191,243.63,987,148.13,254,2014-03-20
"Maine",319.92,496,258.91,476,213.48,53,2014-03-20
"Montana",269.3,622,251.23,294,704.89,23,2014-03-20
"Nebraska",347.03,566,250.07,560,140.63,67,2014-03-20
"Nevada",268.33,981,217.57,1051,252.49,63,2014-03-20
"New Hampshire",360.94,474,290.65,495,677.38,41,2014-03-20
"New Jersey",353.39,2440,291.72,3135,231.72,212,2014-03-20
"New Mexico",290.93,623,215.18,482,75.24,45,2014-03-20
"New York",350.96,6317,266.97,6514,205.36,517,2014-03-20
"North Carolina",354.27,3121,246.58,2168,151.32,248,2014-03-20
"North Dakota",401.42,161,355.14,231,347.51,17,2014-03-20
"Ohio",335.75,3368,214.56,3192,165.86,434,2014-03-20
"Oklahoma",365.09,838,229.29,770,118.32,149,2014-03-20
"Oregon",211.12,1765,187.23,1483,169.42,70,2014-03-20
"Maryland",377.59,2196,249.54,1754,190.34,165,2014-03-20
"Massachusetts",351.02,3153,294.91,2751,218.41,237,2014-03-20
"Michigan",296.57,3303,272.78,2808,229.56,243,2014-03-20
"Minnesota",367.52,1892,277.36,1761,179.7,104,2014-03-20
"Mississippi",342.81,465,146.72,401,137.97,116,2014-03-20
"Missouri",368.07,1751,244.01,1467,149.47,221,2014-03-20
"Pennsylvania",369.47,4308,267.24,3668,190.28,403,2014-03-20
"Rhode Island",331.92,578,259.39,399,201.75,34,2014-03-20
"South Carolina",345.93,1293,202.84,1026,187.41,136,2014-03-20
"South Dakota",388.48,178,354.5,187,124.17,21,2014-03-20
"Tennessee",356.93,1731,226.37,1405,191.2,170,2014-03-20
"Texas",340.9,6638,234.92,6450,143.47,946,2014-03-20
"Utah",291.61,752,234.59,777,187.19,48,2014-03-20
"Vermont",376.95,296,320.55,259,190.36,26,2014-03-20
"Virginia",372.59,2719,288.01,2225,225.25,227,2014-03-20
"Washington",234.36,2590,191.44,2617,145.18,119,2014-03-20
"West Virginia",359.59,418,215.24,415,158.18,44,2014-03-20
"Wisconsin",356.7,1787,269.87,1555,240.15,139,2014-03-20
"Wyoming",355.71,100,376.85,146,161.3,11,2014-03-20
"Alabama",341.26,1238,205.25,1112,143.98,143,2014-04-20
"Alaska",287.83,293,256.95,350,375.82,27,2014-04-20
"Arizona",301.47,2198,209.08,1903,194.11,254,2014-04-20
"Arkansas",352.04,681,184.67,633,129.02,128,2014-04-20
"California",246.14,13638,192.02,14860,192.25,881,2014-04-20
"Colorado",236.83,2562,196.51,2141,228.07,153,2014-04-20
"Connecticut",345.17,1458,274.67,1542,249.46,99,2014-04-20
"Delaware",370.6,398,227.79,321,209.72,38,2014-04-20
"District of Columbia",347,503,290.61,419,214.01,45,2014-04-20
"Florida",304.33,7613,218.51,6241,152.28,587,2014-04-20
"Georgia",329.18,3588,215.06,2650,154.02,252,2014-04-20
"Hawaii",314,371,275.71,410,167.62,27,2014-04-20
"Idaho",274.75,351,255.16,519,139.21,27,2014-04-20
"Illinois",356.87,4604,286.01,4196,189.29,378,2014-04-20
"Indiana",334.31,1923,209.7,1706,157.35,275,2014-04-20
"Iowa",370.28,789,290.89,770,247.1,110,2014-04-20
"Kansas",351.24,956,261.49,759,120.19,119,2014-04-20
"Kentucky",338.2,1182,182.85,1148,123.77,152,2014-04-20
"Louisiana",370.12,1230,244.2,1031,147.57,260,2014-04-20
"Maine",318.71,509,258.29,499,216.72,56,2014-04-20
"Montana",268.53,636,250.61,307,660.67,25,2014-04-20
"Nebraska",344.29,584,251.06,575,140.02,68,2014-04-20
"Nevada",268.47,1013,227.02,1089,243.46,66,2014-04-20
"New Hampshire",360.2,485,290.82,513,677.38,41,2014-04-20
"New Jersey",352.42,2515,290.86,3243,231.78,216,2014-04-20
"New Mexico",290.89,635,201.35,513,80.21,47,2014-04-20
"New York",349.25,6488,266.73,6752,205.54,527,2014-04-20
"North Carolina",353.25,3240,245.05,2273,150.93,254,2014-04-20
"North Dakota",392.48,166,351.03,242,334.13,18,2014-04-20
"Ohio",336.34,3475,215.81,3336,164.6,448,2014-04-20
"Oklahoma",365.96,864,233.93,811,120.93,154,2014-04-20
"Oregon",210.04,1806,185.94,1535,165.75,75,2014-04-20
"Maryland",375.08,2268,250.15,1834,188.84,169,2014-04-20
"Massachusetts",350.46,3262,294.56,2854,219.53,242,2014-04-20
"Michigan",295.28,3376,278.53,2911,272.58,248,2014-04-20
"Minnesota",367.48,1954,277.05,1851,183.45,108,2014-04-20
"Mississippi",340.63,482,146.33,415,140.95,119,2014-04-20
"Missouri",368.47,1806,244.66,1556,148.32,232,2014-04-20
"Pennsylvania",368.49,4447,267.19,3795,195.66,419,2014-04-20
"Rhode Island",330.22,590,258.73,411,208.36,35,2014-04-20
"South Carolina",344.44,1336,202.38,1069,186.91,139,2014-04-20
"South Dakota",387.6,179,355.3,197,124.17,21,2014-04-20
"Tennessee",356.25,1794,224.81,1451,188.47,174,2014-04-20
"Texas",339.64,6837,233.87,6713,143.45,972,2014-04-20
"Utah",291.25,777,241.44,814,188.53,50,2014-04-20
"Vermont",377.32,309,318.98,269,190.36,26,2014-04-20
"Virginia",371.03,2808,288.25,2318,223.45,236,2014-04-20
"Washington",233.51,2656,190.67,2710,141.86,123,2014-04-20
"West Virginia",355.35,437,214.7,429,158.25,46,2014-04-20
"Wisconsin",355.29,1839,270.91,1634,241.02,141,2014-04-20
"Wyoming",355.73,105,362.56,150,161.3,11,2014-04-20
"Alabama",340.77,1287,204.47,1158,144.04,148,2014-05-20
"Alaska",285.65,304,260.48,364,359.87,29,2014-05-20
"Arizona",302.37,2251,208.35,1974,189.14,265,2014-05-20
"Arkansas",350.98,695,183.47,654,127.16,130,2014-05-20
"California",245.85,14034,192.4,15372,189.79,913,2014-05-20
"Colorado",236.69,2639,196.67,2226,230.97,157,2014-05-20
"Connecticut",344.35,1495,272.92,1594,251.03,100,2014-05-20
"Delaware",369.57,408,230.25,330,204.86,39,2014-05-20
"District of Columbia",346.18,523,291.53,436,209.83,47,2014-05-20
"Florida",303.55,7878,217.23,6499,152.44,598,2014-05-20
"Georgia",327.6,3683,215.25,2761,153.02,261,2014-05-20
"Hawaii",313.64,382,266.22,424,165.55,28,2014-05-20
"Idaho",276.27,363,252.42,532,136.89,28,2014-05-20
"Illinois",356.04,4710,285.54,4345,188.97,389,2014-05-20
"Indiana",334.16,1972,210.36,1791,156.36,280,2014-05-20
"Iowa",368.31,812,289.38,801,247.1,110,2014-05-20
"Kansas",349.61,976,260.37,782,120.26,123,2014-05-20
"Kentucky",339.06,1216,181.51,1204,124.79,156,2014-05-20
"Louisiana",367.98,1273,244.73,1065,144.75,270,2014-05-20
"Maine",318.17,523,257.92,521,274.25,58,2014-05-20
"Montana",268.01,643,252.43,312,645.6,26,2014-05-20
"Nebraska",343.56,601,251.18,591,136.34,70,2014-05-20
"Nevada",268,1038,229.9,1133,242.08,68,2014-05-20
"New Hampshire",359.59,493,291.07,528,666.71,42,2014-05-20
"New Jersey",351.47,2575,289.77,3339,224.99,221,2014-05-20
"New Mexico",289.96,651,200.54,524,85.81,52,2014-05-20
"New York",348.51,6638,266.29,6961,205.19,535,2014-05-20
"North Carolina",351.31,3350,244.9,2360,151.17,259,2014-05-20
"North Dakota",401.38,176,353.73,249,334.13,18,2014-05-20
"Ohio",335.65,3573,216.22,3449,163.29,462,2014-05-20
"Oklahoma",367.02,885,233.89,836,119.37,159,2014-05-20
"Oregon",209.59,1842,185.34,1588,163.84,77,2014-05-20
"Maryland",373.37,2333,249.96,1909,189.57,171,2014-05-20
"Massachusetts",350.86,3351,293.98,2949,218.67,247,2014-05-20
"Michigan",295.05,3456,278.23,3009,273.48,256,2014-05-20
"Minnesota",366.2,2015,276.95,1913,181.83,109,2014-05-20
"Mississippi",340,506,146.23,438,140.57,120,2014-05-20
"Missouri",367.75,1859,243.7,1624,143.69,251,2014-05-20
"Pennsylvania",367.21,4564,267.6,3935,196.33,432,2014-05-20
"Rhode Island",328.55,602,257.15,429,201.42,37,2014-05-20
"South Carolina",344.62,1377,199.91,1103,190.55,141,2014-05-20
"South Dakota",382.94,183,351.72,205,123.94,22,2014-05-20
"Tennessee",354.78,1845,225.42,1509,187.46,176,2014-05-20
"Texas",338.64,7012,233.64,6924,142.47,998,2014-05-20
"Utah",289.49,803,239.21,838,201.13,52,2014-05-20
"Vermont",376.52,315,321.13,278,190.36,26,2014-05-20
"Virginia",369.72,2890,288.58,2412,222.77,243,2014-05-20
"Washington",233.11,2706,190.17,2803,142.98,128,2014-05-20
"West Virginia",355.41,452,215.49,438,156.1,48,2014-05-20
"Wisconsin",354.84,1878,271.89,1687,239.18,144,2014-05-20
"Wyoming",350.72,108,358.86,157,161.3,11,2014-05-20
"Alabama",337.63,1873,206.48,1799,NA,216,2015-05-20
"Alaska",294.42,397,264.06,569,NA,41,2015-05-20
"Arizona",297.32,2956,208.11,2833,NA,344,2015-05-20
"Arkansas",334.44,980,211.68,982,NA,169,2015-05-20
"California",241.94,18313,188.84,21826,NA,1221,2015-05-20
"Colorado",241.28,3562,195.3,3384,NA,214,2015-05-20
"Connecticut",332.75,2094,265.18,2480,NA,145,2015-05-20
"Delaware",353.14,560,241.48,502,NA,47,2015-05-20
"District of Columbia",345.31,751,281.55,718,NA,54,2015-05-20
"Florida",297.17,10687,215.75,9586,NA,777,2015-05-20
"Georgia",317.33,5159,216.39,4154,NA,343,2015-05-20
"Hawaii",303.19,529,258.35,611,NA,32,2015-05-20
"Idaho",273.35,506,241.91,783,NA,42,2015-05-20
"Illinois",349.16,6309,279.42,6464,NA,504,2015-05-20
"Indiana",328.99,2714,219.17,2611,NA,358,2015-05-20
"Iowa",361.91,1090,286.52,1214,NA,133,2015-05-20
"Kansas",346.02,1286,261.58,1194,NA,154,2015-05-20
"Kentucky",342.05,1681,184.44,1754,NA,200,2015-05-20
"Louisiana",358.29,1838,240.3,1647,NA,368,2015-05-20
"Maine",303.55,682,232.4,763,NA,72,2015-05-20
"Montana",264.72,783,238.66,442,NA,36,2015-05-20
"Nebraska",331.55,776,240.79,846,NA,77,2015-05-20
"Nevada",265.34,1413,224.16,1638,NA,89,2015-05-20
"New Hampshire",350.35,655,284.99,750,NA,58,2015-05-20
"New Jersey",342.4,3402,283.18,4893,NA,285,2015-05-20
"New Mexico",282.97,898,217.91,770,NA,73,2015-05-20
"New York",338.68,8788,261.09,10034,NA,675,2015-05-20
"North Carolina",341.98,4713,243.86,3586,NA,354,2015-05-20
"North Dakota",383.39,248,340.88,397,NA,27,2015-05-20
"Ohio",331.03,4840,219.4,5027,NA,611,2015-05-20
"Oklahoma",349.48,1281,241.3,1262,NA,214,2015-05-20
"Oregon",202.36,2501,178.15,2380,NA,113,2015-05-20
"Maryland",359.25,3230,265.26,2911,NA,213,2015-05-20
"Massachusetts",340.18,4431,280.63,4414,NA,321,2015-05-20
"Michigan",283.28,4425,263.8,4270,NA,327,2015-05-20
"Minnesota",340.12,2663,269.62,2953,NA,148,2015-05-20
"Mississippi",332.16,786,156.05,738,NA,175,2015-05-20
"Missouri",348.28,2530,247.51,2467,NA,330,2015-05-20
"Pennsylvania",358.58,6133,268.07,5839,NA,553,2015-05-20
"Rhode Island",314.16,793,249.78,672,NA,47,2015-05-20
"South Carolina",333.77,1972,208.3,1668,NA,185,2015-05-20
"South Dakota",357.97,250,341.22,300,NA,28,2015-05-20
"Tennessee",344.96,2560,227.17,2271,NA,256,2015-05-20
"Texas",326.3,9464,231.78,10135,NA,1277,2015-05-20
"Utah",285.84,1060,233.52,1223,NA,71,2015-05-20
"Vermont",365.58,402,304.77,433,NA,32,2015-05-20
"Virginia",361.82,3969,289.89,3594,NA,318,2015-05-20
"Washington",231.49,3732,187.3,4108,NA,180,2015-05-20
"West Virginia",357.78,632,225.21,637,NA,63,2015-05-20
"Wisconsin",345.29,2521,271.57,2651,NA,181,2015-05-20
"Wyoming",314.89,146,345.46,222,NA,13,2015-05-20
"Alabama",341.09,1327,204.69,1184,148.39,152,2014-06-20
"Alaska",288.79,316,262.17,379,372.09,31,2014-06-20
"Arizona",302.85,2308,208.84,2029,185.68,273,2014-06-20
"Arkansas",349.89,717,183.98,677,126.2,134,2014-06-20
"California",245.49,14406,192,15892,189.45,938,2014-06-20
"Colorado",236.95,2707,196.47,2295,231.56,158,2014-06-20
"Connecticut",343.78,1529,271.73,1653,256.92,102,2014-06-20
"Delaware",368.83,419,232.69,346,204.86,39,2014-06-20
"District of Columbia",345.06,544,292.33,453,209.83,47,2014-06-20
"Florida",302.7,8114,217.81,6722,151.87,614,2014-06-20
"Georgia",327.24,3800,215.31,2863,146.68,271,2014-06-20
"Hawaii",313.71,386,275.71,439,165.55,28,2014-06-20
"Idaho",275.8,371,249.81,555,136.89,28,2014-06-20
"Illinois",356.2,4828,284.94,4484,190.2,397,2014-06-20
"Indiana",333.32,2041,210.87,1859,155.47,287,2014-06-20
"Iowa",366.86,830,290.25,828,247.1,110,2014-06-20
"Kansas",350.67,997,259.27,812,120.12,126,2014-06-20
"Kentucky",338.8,1258,182,1243,124.06,160,2014-06-20
"Louisiana",367.23,1312,245.19,1112,143.37,279,2014-06-20
"Maine",316.82,532,256.36,546,272.95,59,2014-06-20
"Montana",267.65,661,252.01,316,632.31,27,2014-06-20
"Nebraska",344.06,611,250.15,608,133.37,73,2014-06-20
"Nevada",268.1,1065,229.21,1176,233.41,72,2014-06-20
"New Hampshire",358.58,511,290.65,543,657.98,43,2014-06-20
"New Jersey",350.13,2646,288.77,3444,224,223,2014-06-20
"New Mexico",290.34,670,201.2,540,93.93,54,2014-06-20
"New York",347.45,6787,266.08,7217,205.48,546,2014-06-20
"North Carolina",350.25,3454,244.54,2456,150.18,269,2014-06-20
"North Dakota",401.15,178,363.29,260,335.8,20,2014-06-20
"Ohio",335.74,3655,217.08,3574,162.32,474,2014-06-20
"Oklahoma",365.27,907,234.13,874,118.22,163,2014-06-20
"Oregon",208.98,1884,185.22,1626,162.91,79,2014-06-20
"Maryland",371.7,2403,250.91,1983,189.57,176,2014-06-20
"Massachusetts",350.65,3461,292.95,3055,221.94,250,2014-06-20
"Michigan",293.58,3540,277.55,3121,273.42,257,2014-06-20
"Minnesota",359.19,2061,278.76,1992,181.2,110,2014-06-20
"Mississippi",337.14,518,146.17,451,146.82,123,2014-06-20
"Missouri",362.32,1900,244.42,1706,146.9,262,2014-06-20
"Pennsylvania",367.28,4693,267.34,4074,192.23,439,2014-06-20
"Rhode Island",327.82,619,255.77,442,203.71,38,2014-06-20
"South Carolina",343.06,1419,201.27,1144,189.76,144,2014-06-20
"South Dakota",378.98,188,350.47,210,123.94,22,2014-06-20
"Tennessee",353.64,1911,224.75,1567,187.33,182,2014-06-20
"Texas",338.22,7170,232.74,7157,144.09,1026,2014-06-20
"Utah",289.19,818,238.73,876,204.58,56,2014-06-20
"Vermont",376.94,317,320.45,290,190.36,26,2014-06-20
"Virginia",368.74,2974,290.95,2508,221.99,245,2014-06-20
"Washington",232.34,2814,189.97,2887,138.79,134,2014-06-20
"West Virginia",354.22,467,216.28,454,155.8,49,2014-06-20
"Wisconsin",353.91,1921,271.78,1751,237.56,145,2014-06-20
"Wyoming",351.25,109,359.79,158,161.3,12,2014-06-20
"Alabama",340.76,1365,202.74,1219,147.51,157,2014-07-20
"Alaska",287.33,323,261.37,395,407.31,32,2014-07-20
"Arizona",300.98,2364,209.11,2092,186.63,277,2014-07-20
"Arkansas",348.51,736,182.09,705,126.2,134,2014-07-20
"California",245.5,14814,191.7,16454,188.94,965,2014-07-20
"Colorado",238.23,2775,196.45,2381,227.66,162,2014-07-20
"Connecticut",342.48,1583,273.19,1711,254.44,105,2014-07-20
"Delaware",367.47,437,229.71,368,204.86,39,2014-07-20
"District of Columbia",345.86,564,289.94,475,209.83,47,2014-07-20
"Florida",302.16,8329,217.86,6967,151.98,623,2014-07-20
"Georgia",327.06,3906,215.73,2947,145.62,278,2014-07-20
"Hawaii",311.65,401,265.51,453,174.23,29,2014-07-20
"Idaho",276.95,386,249.88,578,132.87,30,2014-07-20
"Illinois",355.82,4952,282.79,4664,192.2,406,2014-07-20
"Indiana",333.03,2093,210.66,1915,155.18,291,2014-07-20
"Iowa",367.47,854,289.21,860,249.3,112,2014-07-20
"Kansas",350.84,1023,262.48,843,122.23,129,2014-07-20
"Kentucky",338.36,1294,182.66,1285,123.92,163,2014-07-20
"Louisiana",366.53,1350,244.75,1157,143.52,282,2014-07-20
"Maine",318.2,543,245.93,560,272.95,59,2014-07-20
"Montana",267.03,673,243.93,328,588.04,29,2014-07-20
"Nebraska",341.38,626,250.33,621,133.37,73,2014-07-20
"Nevada",269.01,1099,228.88,1218,235.3,75,2014-07-20
"New Hampshire",358.44,520,290.52,570,617.09,46,2014-07-20
"New Jersey",349.79,2708,288.24,3570,226.46,232,2014-07-20
"New Mexico",290.67,688,201.74,565,96.32,57,2014-07-20
"New York",347.23,6967,265.71,7472,209.23,556,2014-07-20
"North Carolina",349.99,3562,245.2,2545,149.22,277,2014-07-20
"North Dakota",399.88,183,365.31,267,335.8,20,2014-07-20
"Ohio",334.88,3756,217.57,3693,165.81,493,2014-07-20
"Oklahoma",365.39,933,232.5,912,121.01,166,2014-07-20
"Oregon",208.97,1946,184.35,1695,175.2,81,2014-07-20
"Maryland",370.87,2496,252.26,2066,187.53,178,2014-07-20
"Massachusetts",350.27,3571,289.35,3164,222.86,263,2014-07-20
"Michigan",292.41,3616,275.84,3229,268.2,266,2014-07-20
"Minnesota",358.12,2102,276.92,2070,186.2,113,2014-07-20
"Mississippi",336.04,530,145.31,463,146.12,128,2014-07-20
"Missouri",355.65,1959,245.37,1778,146,269,2014-07-20
"Pennsylvania",366.48,4837,267.55,4208,192.22,451,2014-07-20
"Rhode Island",323.2,635,257.9,457,199.96,40,2014-07-20
"South Carolina",342.2,1459,201.22,1191,186.76,147,2014-07-20
"South Dakota",377.24,193,351.96,222,123.94,22,2014-07-20
"Tennessee",353.34,1970,224.92,1617,184.61,190,2014-07-20
"Texas",337.63,7376,232.75,7393,144.31,1046,2014-07-20
"Utah",288.35,849,239.51,904,204.58,56,2014-07-20
"Vermont",375.57,327,318.51,301,190.36,27,2014-07-20
"Virginia",368.08,3051,291.97,2595,222.65,251,2014-07-20
"Washington",232.62,2933,189.93,3051,138.47,136,2014-07-20
"West Virginia",353.85,482,214.91,465,148.86,53,2014-07-20
"Wisconsin",353.39,1971,271.65,1819,237.56,145,2014-07-20
"Wyoming",350.99,114,359.34,163,161.3,12,2014-07-20
"Alabama",340.55,1398,204.17,1267,144.98,161,2014-08-20
"Alaska",289.81,327,260.69,407,403.33,33,2014-08-20
"Arizona",300.45,2415,209.46,2144,186.34,282,2014-08-20
"Arkansas",346.66,760,180.21,729,126.1,135,2014-08-20
"California",245.15,15166,191.52,16946,188.7,992,2014-08-20
"Colorado",237.81,2850,197.2,2463,226.77,168,2014-08-20
"Connecticut",341.2,1634,271.94,1762,249.99,107,2014-08-20
"Delaware",365.6,447,230.27,380,204.86,39,2014-08-20
"District of Columbia",346.81,579,288.55,496,209.83,47,2014-08-20
"Florida",302.83,8517,217.62,7196,151.18,638,2014-08-20
"Georgia",326.54,4017,216.53,3048,145.43,282,2014-08-20
"Hawaii",310.27,416,266.68,464,174.23,29,2014-08-20
"Idaho",277.1,395,248.81,589,163.53,32,2014-08-20
"Illinois",355.72,5100,283.12,4836,193.39,412,2014-08-20
"Indiana",333.24,2147,211.66,1974,155.48,301,2014-08-20
"Iowa",366.28,879,289.98,899,249.3,112,2014-08-20
"Kansas",351.2,1059,261.93,883,121.73,130,2014-08-20
"Kentucky",338.31,1337,183.52,1319,123.31,167,2014-08-20
"Louisiana",366.36,1387,244.95,1201,144.08,293,2014-08-20
"Maine",317.25,559,254.56,577,272.95,59,2014-08-20
"Montana",266.83,686,248.58,337,571.68,30,2014-08-20
"Nebraska",341.57,641,250.66,641,133.37,73,2014-08-20
"Nevada",268.12,1124,229.21,1262,235.3,75,2014-08-20
"New Hampshire",356.61,539,291.25,587,617.09,46,2014-08-20
"New Jersey",348.56,2788,288.2,3701,224.95,237,2014-08-20
"New Mexico",288.91,711,201.33,574,94.88,58,2014-08-20
"New York",346.14,7156,265.25,7717,208.36,575,2014-08-20
"North Carolina",349.35,3653,246.04,2647,151.42,285,2014-08-20
"North Dakota",405.46,186,365.33,272,336.51,21,2014-08-20
"Ohio",334.53,3848,217.38,3801,165.3,503,2014-08-20
"Oklahoma",364.15,960,232.31,934,122.6,175,2014-08-20
"Oregon",208.7,1992,183.51,1755,177.42,84,2014-08-20
"Maryland",370.38,2565,252.45,2148,187.01,181,2014-08-20
"Massachusetts",350.26,3669,289.08,3291,221.46,268,2014-08-20
"Michigan",291.19,3695,274.52,3315,265.05,272,2014-08-20
"Minnesota",357.33,2153,276.1,2151,183.94,115,2014-08-20
"Mississippi",336.94,545,146.65,479,145.6,129,2014-08-20
"Missouri",357.58,2005,246.01,1841,146.1,273,2014-08-20
"Pennsylvania",366.16,4995,267.92,4356,192.86,469,2014-08-20
"Rhode Island",321.39,656,257.92,474,199.96,40,2014-08-20
"South Carolina",341.94,1508,202.02,1236,185.3,152,2014-08-20
"South Dakota",377.11,196,348.33,228,123.94,22,2014-08-20
"Tennessee",352.82,2022,225.97,1664,184.52,197,2014-08-20
"Texas",336.95,7529,233.42,7607,144.18,1064,2014-08-20
"Utah",287.36,869,238.72,929,207.35,57,2014-08-20
"Vermont",374.78,332,317.02,317,190.76,28,2014-08-20
"Virginia",366.83,3145,292.01,2694,224.37,256,2014-08-20
"Washington",232.69,3015,189.67,3147,136.53,143,2014-08-20
"West Virginia",354.79,495,213.89,476,145.37,55,2014-08-20
"Wisconsin",352.93,2019,271.46,1906,252.51,148,2014-08-20
"Wyoming",349.69,116,356.25,170,161.3,12,2014-08-20
"Alabama",340.44,1416,204.24,1295,NA,162,2014-09-20
"Alaska",291.41,331,262.35,421,NA,34,2014-09-20
"Arizona",300.28,2435,209.96,2182,NA,290,2014-09-20
"Arkansas",345.81,775,180.34,744,NA,136,2014-09-20
"California",245.05,15339,191.15,17247,NA,999,2014-09-20
"Colorado",238.48,2887,197.38,2505,NA,168,2014-09-20
"Connecticut",340.83,1655,270.88,1804,NA,112,2014-09-20
"Delaware",366.04,457,231.18,391,NA,39,2014-09-20
"District of Columbia",349.89,595,288.85,508,NA,48,2014-09-20
"Florida",302.22,8668,217.67,7373,NA,647,2014-09-20
"Georgia",326.6,4085,217.22,3117,NA,285,2014-09-20
"Hawaii",310.32,419,268.17,472,NA,29,2014-09-20
